id,tipo,titulo,país,data_adicionado,ano_lancamento,classificacao,duracao,genero,aplicativo
s1444,Séries,QB1: Beyond the Lights,Estados Unidos,2021-01-04,2019,14+,1 Temporada, Docuseries,Netflix
s1445,Filmes,Playing for Keeps,Estados Unidos,2021-01-03,2012,13+,106 min,"Comédias, filmes românticos, filmes de esportes",Netflix
s1446,Filmes,Asphalt Burning, Noruega,2021-01-02,2020,14+,101 min,"Ação e aventura, comédias, filmes internacionais",Netflix
s1447,Filmes,Bad Grandpa .5,Estados Unidos,2021-01-01,2014,Adultos,87 min,Comédias,Netflix
s1448,Filmes,Case 39,"Estados Unidos, Canadá ",2021-01-01,2009,Restrito,111 min,"Filmes de Terror, Thrillers",Netflix
s1449,Séries,Cobra Kai,Estados Unidos,2021-01-01,2021,14+,3 Temporadas,"Ação e aventura na TV,Comédias de TV, Dramas de TV",Netflix
s1450,Séries,Dream Home Makeover,Estados Unidos,2021-01-01,2021,Livre,2 Temporadas,reality show,Netflix
s1451,Filmes,Eddie Murphy: Raw,Estados Unidos,2021-01-01,1987,Restrito,90 min,Comédia em Pé,Netflix
s1452,Filmes,Full Out 2: You Got This!,Estados Unidos,2021-01-01,2020,Infantil,91 min,"Filmes infantis e familiares, dramas, filmes de esportes",Netflix
s1453,Filmes,Gimme Shelter,Estados Unidos,2021-01-01,2013,13+,101 min,"Dramas, filmes independentes",Netflix
s1454,Filmes,Good Burger,Estados Unidos,2021-01-01,1997,13+,96 min,"Filmes infantis e familiares, comédias",Netflix
s1455,Filmes,Good Hair,Estados Unidos,2021-01-01,2009,13+,96 min,Documentarios,Netflix
s1456,Séries,Headspace Guide to Meditation,Estados Unidos,2021-01-01,2021,Livre,1 Temporada,"Docuseries, Science & Nature TV ",Netflix
s1457,Filmes,Into the Wild,Estados Unidos,2021-01-01,2007,Restrito,148 min,"Ação e aventura, dramas, filmes independentes",Netflix
s1458,Séries,Jenni Rivera: Mariposa de Barrio,Estados Unidos,2021-01-01,2017,Adultos,1 Temporada,"Programas de TV em língua espanhola, dramas de TV",Netflix
s1459,Filmes,London Heist,Reino Unido ,2021-01-01,2017,Restrito,96 min,Ação e Aventura ,Netflix
s1460,Filmes,Mean Girls 2,Estados Unidos,2021-01-01,2011,13+,98 min,Comédias,Netflix
s1461,Séries,Monarca, México ,2021-01-01,2021,Adultos,2 Temporadas,"Programas de TV internacionais, programas de TV em espanhol, dramas de TV",Netflix
s1462,Filmes,Mystic Pizza,Estados Unidos,2021-01-01,1988,Restrito,104 min,"Comédias, dramas, filmes independentes",Netflix
s1463,Séries,Running Man,Nao Declarado,2021-01-01,2020,7+,1 Temporada,"TV infantil, comédias de TV",Netflix
s1464,Séries,The Cat in the Hat Knows a Lot About That!,"Canadá, Reino Unido, Estados Unidos",2021-01-01,2014,Infantil,1 Temporada,"Reality Show, programas de TV para adolescentes",Netflix
s1465,Filmes,The Creative Brain,Estados Unidos,2021-01-01,2019,14+,53 min,Documentarios,Netflix
s1466,Séries,The Haunted Hathaways,Estados Unidos,2021-01-01,2013,Livre,2 Temporadas,"TV infantil, comédias de TV, ficção científica e fantasia para TV",Netflix
s1467,Filmes,The Minimalists: Less Is Now,Estados Unidos,2021-01-01,2021,14+,54 min,Documentarios,Netflix
s1468,Filmes,Unknown,"Reino Unido, Alemanha, França, Estados Unidos",2021-01-01,2011,13+,113 min,"Ação e aventura, suspense",Netflix
s1469,Filmes,What Happened to Mr. Cha?, Coreia do Sul ,2021-01-01,2021,Adultos,102 min,"Comédias, filmes internacionais",Netflix
s1470,Filmes,What's Eating Gilbert Grape,Estados Unidos,2021-01-01,1993,13+,118 min,"Filmes clássicos, dramas, filmes independentes",Netflix
s1471,Filmes,Alaska Is a Drag,Estados Unidos,2020-12-31,2017,Adultos,83 min,"Dramas, filmes LGBTQ",Netflix
s1472,Filmes,Best of Stand-Up 2020,Nao Declarado,2020-12-31,2020,Adultos,77 min,Comédia em Pé,Netflix
s1473,Filmes,Bobby Jasoos,Índia,2020-12-31,2014,14+,116 min,"Comédias, dramas, filmes internacionais",Netflix
s1474,Séries,Chilling Adventures of Sabrina,Estados Unidos,2020-12-31,2020,14+,4 Temporadas,"TV Horror, Mistérios da TV, ficção científica e fantasia da TV ",Netflix
s1475,Filmes,Tarung Sarung,Indonesia,2020-12-31,2020,7+,116 min,"Ação e aventura, dramas, fé e espiritualidade",Netflix
s1476,Filmes,Too Handsome to Handle,Indonesia,2020-12-31,2019,14+,106 min,"Comédias, dramas, filmes internacionais",Netflix
s1477,Séries,Best Leftovers Ever!,Estados Unidos,2020-12-30,2020,Livre,1 Temporada,reality show,Netflix
s1478,Séries,Dare Me,Estados Unidos,2020-12-30,2019,Adultos,1 Temporada,"Programas de TV policiais, dramas, thrillers de TV",Netflix
s1479,Séries,Equinox,"Dinamarca, Estados Unidos ",2020-12-30,2020,Adultos,1 Temporada,"Programas de TV internacionais, mistérios da TV, Thrillers da TV",Netflix
s1480,Séries,SanPa: Sins of the Savior, Itália,2020-12-30,2020,Adultos,1 Temporada,"Programas de TV policiais, documentários, programas de TV internacionais",Netflix
s1481,Séries,Still Game,Reino Unido ,2020-12-30,2018,14+,9 Temporadas,"Programas de TV britânicos, TV clássica e culto, programas de TV internacionais",Netflix
s1482,Filmes,The Rope Curse 2, Taiwan,2020-12-30,2020,Adultos,105 min,"Filmes de Terror, Filmes Internacionais",Netflix
s1483,Séries,Transformers: War for Cybertron: Earthrise,Nao Declarado,2020-12-30,2020,7+,1 Temporada,séries de anime,Netflix
s1484,Séries,A Love So Beautiful, Coreia do Sul ,2020-12-28,2020,7+,1 Temporada,"Programas de TV internacionais, programas de TV românticos, comédias de TV",Netflix
s1485,Filmes,Cops and Robbers,Estados Unidos,2020-12-28,2020,13+,8 min,Dramas ,Netflix
s1486,Filmes,Rango,"Estados Unidos, Canadá ",2020-12-28,2011,13+,110 min,"Filmes infantis e familiares, comédias",Netflix
s1487,Filmes,Death to 2020,Estados Unidos,2020-12-27,2020,Adultos,71 min,Comédias,Netflix
s1488,Séries,Sakho & Mangane, Senegal ,2020-12-27,2019,Adultos,1 Temporada,"Programas de TV policiais, programas de TV internacionais, dramas de TV",Netflix
s1489,Filmes,DNA,"França, Argélia ",2020-12-26,2020,Adultos,91 min,"Dramas, Filmes Internacionais ",Netflix
s1490,Séries,Regiment Diaries,Índia,2020-12-26,2020,7+,2 Temporadas,"Docuseries, programas de TV internacionais",Netflix
s1491,Filmes,The Magic School Bus Rides Again In the Zone, Canadá ,2020-12-26,2020,Infantil,46 min,Crianças e Filmes de Família,Netflix
s1492,Filmes,AK vs AK,Índia,2020-12-25,2020,Adultos,109 min,"Comédias, dramas, filmes internacionais",Netflix
s1493,Séries,Bridgerton,Estados Unidos,2020-12-25,2020,Adultos,1 Temporada,"Programas de TV românticos, dramas de TV",Netflix
s1494,Filmes,Isa Pa with Feelings, Filipinas,2020-12-25,2019,Livre,102 min,"Filmes internacionais, filmes românticos",Netflix
s1495,Filmes,We Can Be Heroes,Estados Unidos,2020-12-25,2020,13+,101 min,"Filmes infantis e familiares, comédias",Netflix
s1496,Filmes,Bridezilla,Indonesia,2020-12-24,2019,Adultos,94 min,"Comédias, dramas, filmes internacionais",Netflix
s1497,Filmes,Cemara's Family,Indonesia,2020-12-24,2018,Livre,110 min,"Filmes infantis e familiares, dramas, filmes internacionais",Netflix
s1498,Filmes,"Hello, Love, Goodbye", Filipinas,2020-12-24,2019,14+,117 min,"Dramas, filmes internacionais, filmes românticos",Netflix
s1499,Filmes,The History of Future Folk,Estados Unidos,2020-12-23,2012,14+,85 min,"Ação e aventura, comédias, filmes independentes",Netflix
s1500,Filmes,The Midnight Sky,Estados Unidos,2020-12-23,2020,13+,119 min,Dramas ,Netflix
s1501,Filmes,Your Name Engraved Herein, Taiwan,2020-12-23,2020,Adultos,115 min,"Dramas, filmes internacionais, filmes LGBTQ",Netflix
s1502,Filmes,After We Collided,Estados Unidos,2020-12-22,2020,Restrito,105 min,"SériesInternacionais, Dramas e Misterios",Netflix
s1503,Filmes,London Hughes: To Catch a D*ck,Estados Unidos,2020-12-22,2020,Adultos,68 min,Comédia em Pé,Netflix
s1504,Séries,Lovestruck in the City, Coreia do Sul ,2020-12-22,2020,14+,1 Temporada,"Programas de TV internacionais, programas de TV românticos, comédias de TV",Netflix
s1505,Filmes,QLIMAX THE SOURCE, Holanda,2020-12-22,2020,14+,57 min,Música e musicais,Netflix
s1506,Séries,Rhyme Time Town Singalongs,Estados Unidos,2020-12-22,2020,Infantil,1 Temporada,"Reality Show, programas de TV para adolescentes",Netflix
s1507,Séries,Shaun the Sheep,"Reino Unido, Finlândia, Alemanha, Estados Unidos, Austrália, Japão, França, Irlanda",2020-12-22,2016,Infantil,2 Temporadas,"Programas de TV britânicos, TV infantil, comédias de TV",Netflix
s1508,Filmes,Shaun the Sheep: The Farmer’s Llamas,Reino Unido ,2020-12-22,2020,Infantil,28 min,"Filmes infantis e familiares, comédias",Netflix
s1509,Séries,Timmy Time,Reino Unido ,2020-12-22,2010,Infantil,1 Temporada,"Programas de TV britânicos, TV infantil",Netflix
s1510,Filmes,"Ariana grande: excuse me, i love you",Estados Unidos,2020-12-21,2020,Adultos,98 min,"Documentários, música e musicais",Netflix
s1511,Filmes,The Con Is On," Estados Unidos, Reino Unido",2020-12-21,2018,Restrito,95 min,Comédias,Netflix
s1512,Filmes,Mohamed Hussein, Egito ,2020-12-20,2019,14+,96 min,"Comédias, filmes internacionais",Netflix
s1513,Filmes,Rhys Nicholson Live at the Athenaeum,Reino Unido ,2020-12-20,2020,Adultos,66 min,Comédia em Pé,Netflix
s1514,Filmes,Atlas Shrugged: Part II,Estados Unidos,2020-12-19,2012,13+,112 min,Dramas ,Netflix
s1515,Séries,Diamond City,África do Sul,2020-12-18,2019,Adultos,1 Temporada,"Programas de TV policiais, programas de TV internacionais, dramas de TV",Netflix
s1516,Filmes,Guest House,Estados Unidos,2020-12-18,2020,Restrito,84 min,Comédias,Netflix
s1517,Séries,Home for Christmas, Noruega,2020-12-18,2020,Adultos,2 Temporadas,"Programas de TV internacionais, programas de TV românticos, comédias de TV",Netflix
s1518,Filmes,Ma Rainey's Black Bottom,Estados Unidos,2020-12-18,2020,Restrito,94 min,"Dramas, Música e Musicais",Netflix
s1519,Filmes,Ma Rainey's Black Bottom: A Legacy Brought to Screen,Nao Declarado,2020-12-18,2020,7+,32 min,"Documentários, música e musicais",Netflix
s1520,Filmes,Mukhsin, Malásia,2020-12-18,2006,7+,98 min,"Filmes infantis e familiares, comédias, dramas",Netflix
s1521,Séries,Paava Kadhaigal,Índia,2020-12-18,2020,Adultos,1 Temporada,"Programas de TV internacionais, dramas de TV",Netflix
s1522,Filmes,Rabun, Malásia,2020-12-18,2004,7+,85 min,"Dramas, filmes independentes, filmes internacionais",Netflix
s1523,Filmes,Talentime, Malásia,2020-12-18,2009,14+,120 min,"Dramas, filmes internacionais, filmes românticos",Netflix
s1524,Filmes,An Unremarkable Christmas, Colômbia,2020-12-17,2020,14+,83 min,"Comédias, dramas, filmes internacionais",Netflix
s1525,Filmes,Braven, Canadá ,2020-12-17,2018,Restrito,94 min,Ação e Aventura ,Netflix
s1526,Filmes,Eggnoid: Love & Time Portal,Indonesia,2020-12-17,2019,14+,102 min,"Dramas, filmes internacionais, filmes românticos",Netflix
s1527,Filmes,Love You to the Stars and Back, Filipinas,2020-12-17,2017,14+,111 min,"Comédias, filmes internacionais, filmes românticos",Netflix
s1528,Séries,Morphle, Holanda,2020-12-17,2020,Infantil,2 Temporadas,"Programas de TV britânicos, TV infantil",Netflix
s1529,Séries,Run On, Coreia do Sul ,2020-12-17,2020,Adultos,1 Temporada,"Programas de TV internacionais, programas de TV românticos, comédias de TV",Netflix
s1530,Filmes,Sakaling Maging Tayo, Filipinas,2020-12-17,2019,14+,90 min,"Filmes internacionais, filmes românticos",Netflix
s1531,Séries,Schulz Saves America,Estados Unidos,2020-12-17,2020,Adultos,1 Temporada,"Comédia stand-up e programas de entrevistas, comédias de TV",Netflix
s1532,Filmes,The Wedding Shaman,Nao Declarado,2020-12-17,2019,7+,111 min,"Dramas, filmes internacionais, filmes românticos",Netflix
s1533,Séries,Anitta: Made In Honório, Brasil ,2020-12-16,2020,Adultos,1 Temporada,"Docuseries, programas de TV internacionais",Netflix
s1534,Séries,BREAK IT ALL: The History of Rock in Latin America,Nao Declarado,2020-12-16,2020,Adultos,1 Temporada,"Docuseries, programas de TV em espanhol",Netflix
s1535,Filmes,Bwakaw,"Filipinas, Canadá, Reino Unido, Estados Unidos",2020-12-16,2012,Adultos,110 min,"Dramas, filmes internacionais, filmes LGBTQ",Netflix
s1536,Séries,How To Ruin Christmas,África do Sul,2020-12-16,2020,Adultos,1 Temporada,"Programas de TV internacionais, comédias de TV, dramas de TV",Netflix
s1537,Filmes,Incarnate,Estados Unidos,2020-12-16,2016,13+,87 min,"Filmes de Terror, Thrillers",Netflix
s1538,Filmes,Lee Daniels' The Butler,Estados Unidos,2020-12-16,2013,13+,132 min,Dramas ,Netflix
s1539,Séries,Marvel Anime: Wolverine,"Estados Unidos, Japão ",2020-12-16,2011,14+,1 Temporada,"Série de anime, programas de TV internacionais",Netflix
s1540,Séries,Marvel Anime: X-Men, Japão,2020-12-16,2011,14+,1 Temporada,"Série de anime, programas de TV internacionais",Netflix
s1541,Filmes,Nocturnal Animals,Estados Unidos,2020-12-16,2016,Restrito,117 min,"Dramas, Filmes de suspense",Netflix
s1542,Séries,The Ripper,Reino Unido ,2020-12-16,2020,Adultos,1 Temporada,"Programas de TV britânicos, programas de TV sobre crimes, documentários",Netflix
s1543,Filmes,Vir Das: Outside In - The Lockdown Special,Índia,2020-12-16,2020,Adultos,50 min,Comédia em Pé,Netflix
s1544,Séries,Black Ink Crew New York,Estados Unidos,2020-12-15,2014,14+,2 Temporadas,reality show,Netflix
s1545,Filmes,Grizzlies, Canadá ,2020-12-15,2018,Restrito,106 min,"Dramas, filmes independentes, filmes de esportes",Netflix
s1546,Séries,Pup Academy,Estados Unidos,2020-12-15,2020,Infantil,2 Temporadas,"TV infantil, comédias de TV",Netflix
s1547,Séries,Song Exploder,Estados Unidos,2020-12-15,2020,Adultos,2 Temporadas, Docuseries,Netflix
s1548,Séries,Teen Mom 2,Estados Unidos,2020-12-15,2011,14+,2 Temporadas,reality show,Netflix
s1549,Séries,The Challenge,Estados Unidos,2020-12-15,2006,14+,2 Temporadas,reality show,Netflix
s1550,Filmes,The Professor and the Madman,"Irlanda, França, Islândia, Estados Unidos, México, Bélgica, Reino Unido, Hong Kong",2020-12-15,2019,14+,125 min,"Dramas, filmes independentes",Netflix
s1551,Filmes,A California Christmas,Estados Unidos,2020-12-14,2020,13+,107 min," Comédias, Filmes Românticos ",Netflix
s1552,Séries,Hilda," Reino Unido, Canadá, Estados Unidos",2020-12-14,2021,7+,2 Temporadas,"Reality Show, programas de TV para adolescentes",Netflix
s1553,Séries,Tiny Pretty Things,Estados Unidos,2020-12-14,2020,Adultos,1 Temporada,"Dramas da TV, Mistérios da TV, Filmes de Suspense",Netflix
s1554,Filmes,The Netflix Afterparty: The Best Shows of The Worst Year,Estados Unidos,2020-12-13,2020,Adultos,59 min,Comédias,Netflix
s1555,Séries,Children of Adam, Líbano,2020-12-12,2020,14+,1 Temporada,"Programas de TV internacionais, dramas de TV, e Suspense",Netflix
s1556,Séries,Grizzy et les Lemmings, França ,2020-12-12,2018,Infantil,2 Temporadas,"TV infantil, comédias de TV",Netflix
s1557,Filmes,A Trash Truck Christmas,Nao Declarado,2020-12-11,2020,Infantil,28 min,Crianças e Filmes de Família,Netflix
s1558,Filmes,Canvas,Estados Unidos,2020-12-11,2020,Livre,9 min,"Filmes infantis e familiares, dramas",Netflix
s1559,Filmes,Giving Voice,Estados Unidos,2020-12-11,2020,13+,91 min,Documentarios,Netflix
s1560,Séries,The Mess You Leave Behind, Espanha,2020-12-11,2020,Adultos,1 Temporada,"Programas de TV internacionais, programas de TV em espanhol, dramas de TV",Netflix
s1561,Filmes,The Prom,Estados Unidos,2020-12-11,2020,13+,132 min,"Comédias, filmes, música e musicais LGBTQ",Netflix
s1562,Filmes,Torbaaz,Índia,2020-12-11,2020,Adultos,133 min,"Dramas, filmes internacionais, filmes de esportes",Netflix
s1563,Séries,Alice in Borderland, Japão,2020-12-10,2020,Adultos,1 Temporada,"Programas de TV internacionais, ação e aventura na TV, mistérios da TV",Netflix
s1564,Filmes,Funny Boy,"Canadá, Estados Unidos ",2020-12-10,2020,Adultos,109 min,"Dramas, filmes LGBTQ",Netflix
s1565,Séries,Futmalls.com,Nao Declarado,2020-12-10,2020,14+,1 Temporada,"Programas de TV policiais, programas de TV internacionais, dramas de TV",Netflix
s1566,Filmes,Just The Way You Are, Filipinas,2020-12-10,2016,Livre,107 min,"Filmes internacionais, filmes românticos",Netflix
s1567,Filmes,She's the One, Filipinas,2020-12-10,2013,14+,111 min,"Dramas, filmes internacionais, filmes românticos",Netflix
s1568,Filmes,The Panti Sisters, Filipinas,2020-12-10,2019,Adultos,108 min,"Comédias, filmes internacionais, filmes LGBTQ",Netflix
s1569,Filmes,"Kalel, 15", Filipinas,2020-12-09,2019,Adultos,105 min,"Dramas, filmes independentes, filmes internacionais",Netflix
s1570,Séries,Masameer Classics,Arábia Saudita,2020-12-09,2013,14+,4 Temporadas,"Programas de TV internacionais, comédias de TV",Netflix
s1571,Séries,Once Upon a Time, Egito ,2020-12-09,2019,14+,1 Temporada,"Programas de TV internacionais, programas de TV românticos, dramas de TV",Netflix
s1572,Filmes,Rose Island, Itália,2020-12-09,2020,14+,119 min,"Comédias, dramas, filmes internacionais",Netflix
s1573,Séries,The Big Show Show,Estados Unidos,2020-12-09,2020,Livre,2 Temporadas,"TV infantil, comédias de TV",Netflix
s1574,Séries,The Expanding Universe of Ashley Garcia,Estados Unidos,2020-12-09,2020,7+,3 Temporadas,"TV infantil, comédias de TV, programas de TV para adolescentes",Netflix
s1575,Séries,The Surgeon's Cut,Estados Unidos,2020-12-09,2020,14+,1 Temporada,"Docuseries, Science & Nature TV ",Netflix
s1576,Filmes,André & his olive tree,Cingapura ,2020-12-08,2020,7+,104 min,"Documentários, Filmes Internacionais",Netflix
s1577,Filmes,Bobbleheads The Movie,Estados Unidos,2020-12-08,2020,13+,83 min,"Filmes infantis e familiares, comédias",Netflix
s1578,Filmes,Emicida: AmarElo - It’s All For Yesterday, Brasil ,2020-12-08,2020,Adultos,90 min,"Documentários, filmes internacionais, música e musicais",Netflix
s1579,Séries,Juman, Kuwait ,2020-12-08,2019,7+,1 Temporada,"Programas de TV internacionais, programas de TV românticos, dramas de TV",Netflix
s1580,Séries,Mr. Iglesias,Estados Unidos,2020-12-08,2020,14+,3 Temporadas,"Comédias de TV, programas de TV para adolescentes",Netflix
s1581,Filmes,Spirit Riding Free: Ride Along Adventure,Estados Unidos,2020-12-08,2020,7+,79 min,Crianças e Filmes de Família,Netflix
s1582,Filmes,Super Monsters: Santa’s Super Monster Helpers,Nao Declarado,2020-12-08,2020,Infantil,24 min,Crianças e Filmes de Família,Netflix
s1583,Filmes,Triple 9,Estados Unidos,2020-12-08,2016,Restrito,115 min,"Dramas, Filmes de suspense",Netflix
s1584,Séries,100 Days My Prince, Coreia do Sul ,2020-12-07,2018,14+,1 Temporada,"Programas de TV internacionais, programas de TV românticos, dramas de TV",Netflix
s1585,Filmes,Ava,Estados Unidos,2020-12-07,2020,Restrito,97 min,"Ação & Aventura, Dramas",Netflix
s1586,Séries,Manhunt: Deadly Games,Nao Declarado,2020-12-07,2020,14+,1 Temporada,"Programas de TV policiais, dramas, mistérios da TV",Netflix
s1587,Séries,Room 2806: The Accusation, França ,2020-12-07,2020,Adultos,1 Temporada,"Programas de TV policiais, documentários, programas de TV internacionais",Netflix
s1588,Séries,Detention, Taiwan,2020-12-05,2020,Adultos,1 Temporada,"Programas de TV internacionais, dramas de TV, terror na TV",Netflix
s1589,Filmes,Mighty Express: A Mighty Christmas, Canadá ,2020-12-05,2020,Infantil,26 min,Crianças e Filmes de Família,Netflix
s1590,Séries,Bhaag Beanie Bhaag,Índia,2020-12-04,2020,Adultos,1 Temporada,"Programas de TV internacionais, programas de TV românticos, comédias de TV",Netflix
s1591,Séries,Big Mouth,Estados Unidos,2020-12-04,2020,Adultos,4 Temporadas,TV Comédias,Netflix
s1592,Filmes,Captain Underpants Mega Blissmas,Estados Unidos,2020-12-04,2020,7+,46 min,"Filmes infantis e familiares, comédias",Netflix
s1593,Filmes,Christmas Crossfire, Alemanha,2020-12-04,2020,Adultos,106 min,"Comédias, filmes internacionais, suspense",Netflix
s1594,Séries,Kings of Jo'Burg,África do Sul,2020-12-04,2020,Adultos,1 Temporada,"Programas de TV policiais, programas de TV internacionais, dramas de TV",Netflix
s1595,Filmes,Leyla Everlasting, Turquia,2020-12-04,2020,Adultos,113 min,"Comédias, filmes internacionais",Netflix
s1596,Filmes,MANK,Estados Unidos,2020-12-04,2020,Restrito,133 min,"Dramas, filmes independentes",Netflix
s1597,Séries,The Great British Baking Show: Holidays,Nao Declarado,2020-12-04,2020,Adultos,3 Temporadas,"Programas de TV britânicos, Reality TV",Netflix
s1598,Filmes,You Are My Home,Estados Unidos,2020-12-04,2020,7+,93 min,"Filmes infantis e familiares, dramas",Netflix
s1599,Filmes,Between Maybes, Filipinas,2020-12-03,2019,14+,108 min,"Dramas, filmes internacionais, filmes românticos",Netflix
s1600,Filmes,Break," França, Bélgica",2020-12-03,2018,Adultos,96 min,"Comédias, dramas, filmes internacionais",Netflix
s1601,Filmes,Chico Bon Bon and the Very Berry Holiday,Nao Declarado,2020-12-03,2020,Infantil,25 min,Crianças e Filmes de Família,Netflix
s1602,Filmes,Just Another Christmas, Brasil ,2020-12-03,2020,Adultos,101 min,"Comédias, filmes internacionais",Netflix
s1603,Filmes,Must Be... Love, Filipinas,2020-12-03,2013,14+,106 min,"Comédias, dramas, filmes internacionais",Netflix
s1604,Séries,Alien Worlds,Reino Unido ,2020-12-02,2020,7+,1 Temporada,"Programas de TV britânicos, Docuseries, programas de TV internacionais",Netflix
s1605,Filmes,Ari Eldjárn: Pardon My Icelandic, Islândia ,2020-12-02,2020,Adultos,54 min,Comédia em Pé,Netflix
s1606,Séries,Check The Store Next Door: The Next Chapter,Indonesia,2020-12-02,2020,14+,2 Temporadas,"Programas de TV internacionais, comédias de TV, dramas de TV",Netflix
s1607,Filmes,Fierce, Polônia ,2020-12-02,2020,Adultos,118 min,"Comédias, dramas, filmes internacionais",Netflix
s1608,Filmes,Hazel Brugger: Tropical, Alemanha,2020-12-02,2020,Adultos,58 min,Comédia em Pé,Netflix
s1609,Filmes,3 Days to Kill," Estados Unidos, França, Sérvia",2020-12-01,2014,13+,117 min,Ação e Aventura ,Netflix
s1610,Filmes,Angela's Christmas Wish,Estados Unidos,2020-12-01,2020,Infantil,48 min,Crianças e Filmes de Família,Netflix
s1611,Filmes,Angels & Demons,"Estados Unidos, Itália ",2020-12-01,2009,13+,139 min,Filmes de suspense,Netflix
s1612,Séries,Are You The One,Estados Unidos,2020-12-01,2014,14+,2 Temporadas,reality show,Netflix
s1613,Filmes,Chef,Estados Unidos,2020-12-01,2014,Restrito,115 min,"Comédias, filmes independentes",Netflix
s1614,Filmes,Effie Gray,Reino Unido ,2020-12-01,2014,13+,109 min,"Dramas, filmes internacionais, filmes românticos",Netflix
s1615,Séries,Gormiti," Espanha, Itália",2020-12-01,2018,Infantil,1 Temporada,"Reality Show, programas de TV para adolescentes",Netflix
s1616,Séries,Ink Master,Estados Unidos,2020-12-01,2012,14+,2 Temporadas,reality show,Netflix
s1617,Filmes,Monster House,Estados Unidos,2020-12-01,2006,13+,91 min,"Filmes infantis e familiares, comédias",Netflix
s1618,Filmes,Natalie Palamides: Nate - A One Man Show,Estados Unidos,2020-12-01,2020,Adultos,60 min,Comédias,Netflix
s1619,Séries,Octonauts,"Estados Unidos, Irlanda, Reino Unido, Índia",2020-12-01,2015,Infantil,4 Temporadas,"Programas de TV britânicos, TV infantil",Netflix
s1620,Séries,Oddbods,"Reino Unido, Singapura ",2020-12-01,2017,Infantil,1 Temporada,"TV infantil, comédias de TV",Netflix
s1621,Filmes,Peppermint," Hong Kong, Estados Unidos",2020-12-01,2018,Restrito,102 min,Ação e Aventura ,Netflix
s1622,Filmes,Quigley Down Under,"Austrália, Estados Unidos ",2020-12-01,1990,13+,120 min,Ação e Aventura ,Netflix
s1623,Séries,Stargate SG-1,"Estados Unidos, Canadá ",2020-12-01,2006,Adultos,10 Temporadas,"TV clássica e cult, Ação e aventura na TV, Ficção científica e fantasia para TV ",Netflix
s1624,Séries,The Bachelorette,Estados Unidos,2020-12-01,2010,14+,1 Temporada,"Reality Show, programas de TV românticos",Netflix
s1625,Filmes,The Da Vinci Code,"Estados Unidos, Malta, França, Reino Unido",2020-12-01,2006,13+,149 min,Filmes de suspense,Netflix
s1626,Séries,The Guest, Coreia do Sul ,2020-12-01,2018,14+,1 Temporada,"Programas de TV internacionais, terror na TV, mistérios da TV",Netflix
s1627,Filmes,The Happytime Murders,"Estados Unidos, China, Canadá ",2020-12-01,2018,Restrito,91 min,"Ação e aventura, comédias ",Netflix
s1628,Séries,The Holiday Movies That Made Us,Estados Unidos,2020-12-01,2020,7+,1 Temporada, Docuseries,Netflix
s1629,Séries,The Repair Shop,Reino Unido ,2020-12-01,2018,7+,1 Temporada,"Programas de TV britânicos, Reality TV",Netflix
s1630,Filmes,U-Turn, Filipinas,2020-12-01,2020,Adultos,99 min,"Filmes de Terror, Filmes Internacionais",Netflix
s1631,Filmes,Finding Agnes, Filipinas,2020-11-30,2020,7+,106 min,"Dramas, Filmes Internacionais ",Netflix
s1632,Filmes,Rust Creek,Estados Unidos,2020-11-30,2018,Restrito,108 min,Filmes de suspense,Netflix
s1633,Filmes,Spookley and the Christmas Kittens,Estados Unidos,2020-11-30,2019,Infantil,45 min,Crianças e Filmes de Família,Netflix
s1634,Filmes,The 2nd,Estados Unidos,2020-11-30,2020,Adultos,93 min,Ação e Aventura ,Netflix
s1635,Séries,The Uncanny Counter, Coreia do Sul ,2020-11-29,2020,14+,1 Temporada,"Programas de TV internacionais, ação e aventura na TV, dramas de TV",Netflix
s1636,Filmes,A Go! Go! Cory Carson Christmas,Estados Unidos,2020-11-27,2020,Infantil,22 min,Crianças e Filmes de Família,Netflix
s1637,Filmes,Dance Dreams: Hot Chocolate Nutcracker,Estados Unidos,2020-11-27,2020,7+,81 min,"Filmes infantis e familiares, documentários",Netflix
s1638,Filmes,Don’t Listen, Espanha,2020-11-27,2020,Adultos,98 min,"Filmes de Terror, Filmes Internacionais",Netflix
s1639,Séries,Fabulous Lives of Bollywood Wives,Índia,2020-11-27,2020,Adultos,1 Temporada,"Programas de TV internacionais, reality shows",Netflix
s1640,Séries,Heartbreak High, Austrália ,2020-11-27,1999,14+,7 Temporadas,"Programas de TV internacionais, dramas, programas de TV para adolescentes",Netflix
s1641,Séries,Over Christmas, Alemanha,2020-11-27,2020,Adultos,1 Temporada,"Programas de TV internacionais, programas de TV românticos, comédias de TV",Netflix
s1642,Séries,Sugar Rush Christmas,Estados Unidos,2020-11-27,2020,14+,2 Temporadas,reality show,Netflix
s1643,Filmes,The Beast, Itália,2020-11-27,2020,Adultos,100 min,"Ação e aventura, filmes internacionais",Netflix
s1644,Filmes,The Call, Coreia do Sul ,2020-11-27,2020,Adultos,112 min,"Filmes internacionais, suspense",Netflix
s1645,Filmes,Fantastica, Filipinas,2020-11-26,2018,7+,114 min,"Comédias, filmes internacionais, filmes LGBTQ",Netflix
s1646,Filmes,Larry the Cable Guy: Remain Seated,Estados Unidos,2020-11-26,2020,14+,68 min,Comédia em Pé,Netflix
